Магазин,Адресс,Категория,Подкатегория,Наименование товара,Цена со скидкой,Цена без скидки,Ссылка на товар
Лента,-,Сладости,Конфеты,Конфеты шоколадные Акконд Аккондовская Картошка,120.0,94.0,https://sbermarket.ru//lenta/konfety-shokoladnye-akkond-akkondovskaya-kartoshka-db9b50f?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Клубничный йогурт 130 г,94.79,77.99,https://sbermarket.ru//lenta/konfety-glazirovannye-klubnichnyy-yogurt-130-g-4be7492?sid=57
Лента,-,Сладости,Конфеты,Конфеты Мексикана ~1 кг,505.29,299.9,https://sbermarket.ru//lenta/konfety-meksikana-1-kg-ee79253?sid=57
Лента,-,Сладости,Конфеты,Конфеты Фабрика имени Крупской Ленинградские,147.38,79.98,https://sbermarket.ru//lenta/konfety-fabrika-imeni-krupskoy-leningradskie-37330f1?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Славянка Маленькое чудо,157.92,116.0,https://sbermarket.ru//lenta/konfety-shokoladnye-slavyanka-malen-koe-chudo?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Акконд Трио с печеньем и карамелью,147.38,108.0,https://sbermarket.ru//lenta/konfety-glazirovannye-akkond-trio-s-pecheniem-i-karamel-yu-7120a89?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные Красный Октябрь Аленка с молочно-ореховым...,260.0,146.0,https://sbermarket.ru//lenta/konfety-vafel-nye-krasnyy-oktyabr-alenka-s-molochno-orehovym-praline-v-shokoladnoy-glazuri-d0a221e?sid=57
Лента,-,Сладости,Конфеты,Конфеты Яшкино Крокант с миндалем,105.28,69.98,https://sbermarket.ru//lenta/konfety-yashkino-krokant-s-mindalem-5543d3d?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Акконд Лапки-царапки,115.8,74.0,https://sbermarket.ru//lenta/konfety-shokoladnye-akkond-lapki-tsarapki-382eb48?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Атаг Шексна Арфа со сливочной начинкой,-,138.96,https://sbermarket.ru//lenta/konfety-glazirovannye-atag-sheksna-arfa-so-slivochnoy-nachinkoy-0731c85?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Bora-Bora манго-кокос-лимон 200 г,136.89,84.99,https://sbermarket.ru//lenta/konfety-shokoladnye-bora-bora-mango-kokos-limon-200-g-f3340e6?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Merci Ассорти из молочного шоколада 250 г,473.69,299.99,https://sbermarket.ru//lenta/shokoladnye-konfety-merci-assorti-iz-molochnogo-shokolada-250-g-88ec754?sid=57
Лента,-,Сладости,Конфеты,Конфеты 365 дней Сливочный каприз со сливочным вкусом,52.64,36.0,https://sbermarket.ru//lenta/konfety-365-dney-slivochnyy-kapriz-so-slivochnym-vkusom-2db6924?sid=57
Лента,-,Сладости,Конфеты,Драже Шокомонстрики воздушная пшеница в молочном шоколаде...,63.19,28.99,https://sbermarket.ru//lenta/drazhe-shokomonstriki-vozdushnaya-pshenitsa-v-molochnom-shokolade-30-g-017efd7?sid=57
Лента,-,Сладости,Конфеты,Конфеты пралиновые Атаг Укус женщины со взрывной карамелью...,-,147.38,https://sbermarket.ru//lenta/konfety-pralinovye-atag-ukus-zhenschiny-so-vzryvnoy-karamel-yu-v-shokoladnoy-glazuri-c989e0c?sid=57
Лента,-,Сладости,Конфеты,Конфеты карамель леденцовая Малвикъ Мини-Акварельки ручной...,115.79,64.99,https://sbermarket.ru//lenta/konfety-karamel-ledentsovaya-malvik-mini-akvarel-ki-ruchnoy-raboty-assorti-180-g-ba13575?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Impresso Белый 424 г,752.69,629.99,https://sbermarket.ru//lenta/konfety-shokoladnye-impresso-belyy-424-g-abc48e5?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Фабрика имени Крупской Северная Аврора...,157.89,89.99,https://sbermarket.ru//lenta/konfety-shokoladnye-fabrika-imeni-krupskoy-severnaya-avrora-200-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты грильяжные Крокант глазированные 180 г,99.99,66.49,https://sbermarket.ru//lenta/konfety-gril-yazhnye-krokant-glazirovannye-180-g-72ebf5c?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные Babyfox Creamy с молочно-ореховой...,105.29,74.99,https://sbermarket.ru//lenta/konfety-vafel-nye-babyfox-creamy-s-molochno-orehovoy-nachinkoy-100-g-ee2841a?sid=57
Лента,-,Сладости,Конфеты,Батончики Славянка Обыкновенное чудо сливочные 40 г,52.69,25.99,https://sbermarket.ru//lenta/batonchiki-slavyanka-obyknovennoe-chudo-slivochnye-40-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Акконд Птица дивная с суфлейной начинкой...,263.19,209.99,https://sbermarket.ru//lenta/konfety-shokoladnye-akkond-ptitsa-divnaya-s-sufleynoy-nachinkoy-300-g-0614e68?sid=57
Лента,-,Сладости,Конфеты,Конфеты Яшкино карамель с фруктово-ягодной начинкой,58.96,39.98,https://sbermarket.ru//lenta/konfety-yashkino-karamel-s-fruktovo-yagodnoy-nachinkoy-def20ed?sid=57
Лента,-,Сладости,Конфеты,Конфеты помадные Новгородская кондитерская фабрика...,173.69,129.99,https://sbermarket.ru//lenta/konfety-pomadnye-novgorodskaya-konditerskaya-fabrika-kavkazskie-300-g-c2947ea?sid=57
Лента,-,Сладости,Конфеты,Конфеты Кonti Шоколадные истории Джек,105.26,79.98,https://sbermarket.ru//lenta/konfety-konti-shokoladnye-istorii-dzhek-a6ced15?sid=57
Лента,-,Сладости,Конфеты,Леденцовая карамель Bondiva цитрусовый микс 900 г,294.79,249.99,https://sbermarket.ru//lenta/ledentsovaya-karamel-bondiva-tsitrusovyy-miks-900-g-0bce82b?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Фабрика имени Крупской Сказки Перро с...,199.99,129.99,https://sbermarket.ru//lenta/konfety-glazirovannye-fabrika-imeni-krupskoy-skazki-perro-s-arahisom-200-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Фабрика имени Крупской Царское лакомство...,231.59,159.99,https://sbermarket.ru//lenta/konfety-shokoladnye-fabrika-imeni-krupskoy-tsarskoe-lakomstvo-so-vkusom-kofe-220-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты молочные Сливочный каприз,52.64,43.7,https://sbermarket.ru//lenta/konfety-molochnye-slivochnyy-kapriz-af2635a?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Яшкино Elle с шоколадно-ореховой начинкой,149.06,89.98,https://sbermarket.ru//lenta/konfety-shokoladnye-yashkino-elle-s-shokoladno-orehovoy-nachinkoy-7919548?sid=57
Лента,-,Сладости,Конфеты,Конфеты вафельные Konfesta с кремовой начинкой в шоколадной...,147.38,79.98,https://sbermarket.ru//lenta/konfety-vafel-nye-konfesta-s-kremovoy-nachinkoy-v-shokoladnoy-glazuri-s-kokosovoy-struzhkoy-a1f2236?sid=57
Лента,-,Сладости,Конфеты,Конфеты глазированные Степ с печеньем,126.32,69.98,https://sbermarket.ru//lenta/konfety-glazirovannye-step-s-pecheniem-01b53f1?sid=57
Лента,-,Сладости,Конфеты,Десерт вафельный Акконд Каурка глазированное 300 г,336.89,264.99,https://sbermarket.ru//lenta/desert-vafel-nyy-akkond-kaurka-glazirovannoe-300-g-5cea3dc?sid=57
Лента,-,Сладости,Конфеты,Сладкий подарочный набор Sorini фигурки из молочного...,-,168.49,https://sbermarket.ru//lenta/sladkiy-podarochnyy-nabor-sorini-figurki-iz-molochnogo-shokolada-s-nachinkoy-i-bez-100-g-fe89dee?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Рот Фронт Маска,189.48,104.0,https://sbermarket.ru//lenta/shokoladnye-konfety-rot-front-maska-e2d37da?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Фабрика имени Крупской Космические,210.54,119.98,https://sbermarket.ru//lenta/konfety-shokoladnye-fabrika-imeni-krupskoy-kosmicheskie-92f2871?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Красный Октябрь Русь-тройка 350 г,588.49,299.99,https://sbermarket.ru//lenta/konfety-shokoladnye-krasnyy-oktyabr-rus-troyka-350-g-7af8a66?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Bonjour coconut,162.12,99.98,https://sbermarket.ru//lenta/konfety-shokoladnye-bonjour-coconut?sid=57
Лента,-,Сладости,Конфеты,Конфеты кокосовые Лента Life с малиной 90 г,178.99,129.99,https://sbermarket.ru//lenta/konfety-kokosovye-lenta-life-s-malinoy-90-g-1922103?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Славянка Золотой Степ с...,147.39,89.99,https://sbermarket.ru//lenta/konfety-shokoladnye-slavyanka-zolotoy-step-s-nugoy-karamel-yu-arahisom-192-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Победа Вкуса Мишки в лесу ~1 кг,841.09,599.99,https://sbermarket.ru//lenta/konfety-shokoladnye-pobeda-vkusa-mishki-v-lesu-1-kg-5b30aef?sid=57
Лента,-,Сладости,Конфеты,Конфеты карамель Bonvida леденцовая микс 900 г,294.79,249.99,https://sbermarket.ru//lenta/konfety-karamel-bonvida-ledentsovaya-miks-900-g-c14c2f7?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Merci Ассорти с миндалем 250 г,473.69,299.99,https://sbermarket.ru//lenta/konfety-shokoladnye-merci-assorti-s-mindalem-250-g-b1e8c3a?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Славянка Левушка детям Чудо-звери,186.54,109.98,https://sbermarket.ru//lenta/konfety-shokoladnye-slavyanka-levushka-detyam-chudo-zveri-d347a58?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Essen ДаЁжъ! Light со вкусом шоколадного...,111.58,75.98,https://sbermarket.ru//lenta/shokoladnye-konfety-essen-dayozh-light-so-vkusom-shokoladnogo-brauni-8987381?sid=57
Лента,-,Сладости,Конфеты,Конфеты Moda ассорти,107.86,80.0,https://sbermarket.ru//lenta/konfety-moda-assorti-065f99e?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Невский Кондитер Батончик,63.16,56.0,https://sbermarket.ru//lenta/konfety-shokoladnye-nevskiy-konditer-batonchik-6708f2e?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Акконд Золотой конек 200 г,578.99,359.99,https://sbermarket.ru//lenta/konfety-shokoladnye-akkond-zolotoy-konek-200-g-6a11b1f?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Лента Метеоритный дождь с начинкой из...,199.99,179.99,https://sbermarket.ru//lenta/shokoladnye-konfety-lenta-meteoritnyy-dozhd-s-nachinkoy-iz-myagkogo-gril-yazha-400-g-8a80c9b?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Ferrero Rocher 200 г,621.09,459.99,https://sbermarket.ru//lenta/shokoladnye-konfety-ferrero-rocher-200-g-fc42b5f?sid=57
Лента,-,Сладости,Конфеты,Драже Рот Фронт Грильяж в шоколадной глазури 200 г,152.69,99.89,https://sbermarket.ru//lenta/drazhe-rot-front-gril-yazh-v-shokoladnoy-glazuri-200-g?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты Merci Сердце Ассорти 250 г,463.19,349.99,https://sbermarket.ru//lenta/shokoladnye-konfety-merci-serdtse-assorti-250-g-9f7c698?sid=57
Лента,-,Сладости,Конфеты,Десерт Акконд Добрянка мини фундук,-,126.32,https://sbermarket.ru//lenta/desert-akkond-dobryanka-mini-funduk-f6e4332?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Essen Трюфель молочный 200 г,168.49,109.99,https://sbermarket.ru//lenta/konfety-shokoladnye-essen-tryufel-molochnyy-200-g-20e36f6?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Марсианка три шоколада 200 г,147.29,79.99,https://sbermarket.ru//lenta/konfety-shokoladnye-marsianka-tri-shokolada-200-g-2a4c729?sid=57
Лента,-,Сладости,Конфеты,Конфеты Акконд Коффано Тирамису,126.32,92.0,https://sbermarket.ru//lenta/konfety-akkond-koffano-tiramisu-6d56606?sid=57
Лента,-,Сладости,Конфеты,Конфеты Коровка Рот Фронт,128.44,88.0,https://sbermarket.ru//lenta/konfety-korovka-rot-front-172557d?sid=57
Лента,-,Сладости,Конфеты,Конфеты сухофрукты в глазури Кремлина Ассорти с...,725.29,489.99,https://sbermarket.ru//lenta/konfety-suhofrukty-v-glazuri-kremlina-assorti-s-frukto-orehovoy-nachinkoy-500-g-d9a6411?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные СладКо Метелица-сказочница 200 г,231.59,139.99,https://sbermarket.ru//lenta/konfety-shokoladnye-sladko-metelitsa-skazochnitsa-200-g-5578798?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Фабрика имени Крупской Караван пустыни...,221.09,149.99,https://sbermarket.ru//lenta/konfety-shokoladnye-fabrika-imeni-krupskoy-karavan-pustyni-200-g?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Акконд Прохлада с кокосом ~1 кг,590.59,449.99,https://sbermarket.ru//lenta/konfety-shokoladnye-akkond-prohlada-s-kokosom-1-kg-c86699f?sid=57
Лента,-,Сладости,Конфеты,Конфеты шоколадные Акконд Болетто 400 г,810.59,649.99,https://sbermarket.ru//lenta/konfety-shokoladnye-akkond-boletto-400-g-9d54d44?sid=57
Лента,-,Сладости,Конфеты,Шоколадные конфеты O'Zera Вкус успешного дня 195 г,526.39,369.99,https://sbermarket.ru//lenta/shokoladnye-konfety-o-zera-vkus-uspeshnogo-dnya-195-g-c522dbc?sid=57
